gene	logFCInfectedvsMock24	logFCInfected12vs4	logFCInfected24vs4	DEInfectedvsMock24	DEInfected12vs4	DEInfected24vs4
PDK1	-1.28540186306649	-0.431935130120468	-0.628307828402301	TRUE	FALSE	FALSE
ARL3	-1.28519438320233	-0.100265508560507	-0.812382214679263	TRUE	FALSE	FALSE
SSPN	-1.28408842746712	-0.29125092573953	-0.820611047162512	TRUE	FALSE	FALSE
TNC	1.28385834777711	-0.974214538936456	-1.41715867737385	TRUE	FALSE	TRUE
HLA-DQB1	1.282813705688	0.131716359529814	1.43569055673979	TRUE	FALSE	TRUE
KIF3C	-1.28279854970849	-1.0735249162447	-1.45929810627534	TRUE	TRUE	TRUE
CLCN3P1	-1.28063519385975	0.0925626563184047	-1.09574668190256	TRUE	FALSE	FALSE
MYCBP2	1.27997042136747	1.61485362434741	1.39120157004775	TRUE	TRUE	TRUE
PQLC3	-1.27888779441992	-0.357372918172743	-1.3304608435177	TRUE	FALSE	TRUE
ALG14	-1.27819358290131	-1.02052032134647	-1.15014517234425	TRUE	TRUE	TRUE
JUNB	1.27793507367393	1.33005294490524	1.42106167900322	TRUE	TRUE	TRUE
IFT122	-1.27792491180423	0.362032866545636	-0.153261441716416	TRUE	FALSE	FALSE
RPL39P5	1.27792305496991	1.16135199082226	0.830643337591448	TRUE	TRUE	FALSE
METTL7B	-1.27705977070706	-0.483143652237619	-0.975406388437846	TRUE	FALSE	FALSE
NIPAL2	-1.27693173175485	-0.51002399313207	-1.61708664987082	TRUE	FALSE	TRUE
EFHC1	-1.27667405717188	-0.349332421228149	-0.877514588796427	TRUE	FALSE	FALSE
THSD1	1.27577759976955	1.25927694215557	1.45237776730957	TRUE	TRUE	TRUE
TCEA2	-1.27486349834388	-0.587121513698074	-1.39816711097877	TRUE	FALSE	TRUE
PRR34-AS1	-1.27385820780979	-0.565280863266984	-0.770680715093645	TRUE	FALSE	FALSE
B4GALT5	1.27256468336428	0.518391410231609	1.13524339995579	TRUE	FALSE	TRUE
FAM219A	1.27101669916832	-0.262500130215875	0.967128490875064	TRUE	FALSE	FALSE
IGSF9	-1.27096513693121	-0.965181921139159	-0.939337852708996	TRUE	FALSE	FALSE
TRIM56	1.27092302773073	1.13861174104833	1.04248282927608	TRUE	TRUE	TRUE
SPDEF	-1.27051715652649	-1.54251383043927	0.0588061895377062	TRUE	FALSE	FALSE
HIST2H2BD	1.26995591719444	1.50370533220807	1.63327780143029	TRUE	TRUE	TRUE
PCSK9	-1.26931957944069	-0.463393044096905	0.02909058181079	TRUE	FALSE	FALSE
SRPK2	1.26915030169929	0.373206371793611	1.23776554422997	TRUE	FALSE	TRUE
KIAA0040	1.26892204635229	1.54771027934494	0.97755676991907	TRUE	TRUE	FALSE
TMEM92	1.26857302807706	0.403385713274494	1.3945743679073	TRUE	FALSE	TRUE
FYB1	1.26778814488971	1.90459270917421	2.17969697846119	TRUE	TRUE	TRUE
HGD	-1.26768987387563	-0.348100256571915	-1.24612585242207	TRUE	FALSE	TRUE
ACAT2	-1.26767838995066	0.192272256634764	0.218022705545409	TRUE	FALSE	FALSE
SCAMP1-AS1	1.26760360824907	1.30203083906093	1.40170568821577	TRUE	TRUE	TRUE
PBXIP1	-1.26750165786924	-1.0024344973281	-1.17306884371654	TRUE	TRUE	TRUE
LDHAP4	-1.26719122957269	0.0925626563184047	-1.09574668190256	TRUE	FALSE	FALSE
MBOAT2	-1.26652391355513	-0.011240977751289	-0.781710141343588	TRUE	FALSE	FALSE
SDCBP2	1.26633633923162	-0.634099776737875	-0.634736910181399	TRUE	FALSE	FALSE
CERCAM	-1.26526534367522	-0.618766615173189	-1.12464037123634	TRUE	FALSE	TRUE
PNPLA3	-1.26480192176043	-0.887423037598414	-1.14414064100515	TRUE	FALSE	TRUE
HSD17B8	-1.26458245140224	-0.118251980091508	-1.28899012394041	TRUE	FALSE	TRUE
DICER1	1.26421476434982	0.412502581804394	1.33608529534935	TRUE	FALSE	TRUE
CYP24A1	-1.26312528833039	0.85344963405797	1.48342348781659	TRUE	FALSE	TRUE
NR1D1	1.26303981480828	0.302647727007941	0.512512122118694	TRUE	FALSE	FALSE
CCNL1	1.26252846962942	1.18326703643626	1.06444019240384	TRUE	TRUE	TRUE
CCDC17	1.26203111029015	1.07596730179445	0.838259373592325	TRUE	FALSE	FALSE
VAV3	-1.26150522084836	-0.341119600640826	-0.506955286707281	TRUE	FALSE	FALSE
TBC1D9	-1.26024525618306	0.355821293140587	-0.627130885624971	TRUE	FALSE	FALSE
LINC00641	1.25989876651315	0.487520346164454	1.10557735043374	TRUE	FALSE	TRUE
CDCA3	-1.25840003105517	0.868007301005896	0.938954262263552	TRUE	FALSE	FALSE
GALM	-1.25726117404825	-0.172460698004161	-0.487668520423905	TRUE	FALSE	FALSE
CAPN13	-1.25720218166619	-0.241348793502676	-0.601156472623942	TRUE	FALSE	FALSE
UGT2B7	-1.25650839319784	-0.527105054672533	-0.990668364402568	TRUE	FALSE	FALSE
MORN2	-1.25621972882206	-0.202471138132635	-0.828239473412935	TRUE	FALSE	FALSE
ARHGAP44	1.25539411345015	1.08845227290653	1.73576439980639	TRUE	TRUE	TRUE
ARSD	-1.25486920831564	-0.886345134052249	-1.78575535866837	TRUE	FALSE	TRUE
BAZ2B	1.25467869352208	0.820935363561725	1.35342154161269	TRUE	FALSE	TRUE
CYFIP2	-1.25328211411616	-0.625813369378418	-1.10113199511833	TRUE	FALSE	TRUE
ZNF274	1.25316972099988	1.07290066702406	1.53290430048899	TRUE	TRUE	TRUE
FAM171A2	-1.25250837722167	0.010709175756752	-0.079370348411949	TRUE	FALSE	FALSE
KRT17	1.25213637132151	-0.181344307226908	0.269636301223708	TRUE	FALSE	FALSE
PXMP4	-1.25196942750624	-0.366715839955809	-0.778018123951551	TRUE	FALSE	FALSE
GSDME	-1.25173192231761	-0.491020500584324	-1.32106078110937	TRUE	FALSE	TRUE
ALDH1L2	1.25172499223845	0.847419747907673	1.1283682293134	TRUE	FALSE	TRUE
NR2F1-AS1	1.25055177800982	1.72613791390612	2.54234514846087	TRUE	TRUE	TRUE
TSC22D2	1.25000460147667	0.81069367708792	0.772326361845026	TRUE	FALSE	FALSE
ERO1B	1.24943188012398	0.103741346425522	0.93287262060132	TRUE	FALSE	FALSE
RTL8B	-1.24890716000078	-1.02163878226736	-1.7455632582726	TRUE	FALSE	TRUE
ATP9A	-1.24807591602637	-0.540492909884236	-0.9561750774732	TRUE	FALSE	FALSE
WDR25	1.24733441646986	0.328855592260607	0.531847435832101	TRUE	FALSE	FALSE
CMTR1	1.24728312322568	1.22312709606542	1.36357870584498	TRUE	TRUE	TRUE
CDKN3	-1.24701257672365	0.729265449031381	0.71530353634065	TRUE	FALSE	FALSE
DUSP2	1.24698131507019	-0.532549135311269	0.2019569420152	TRUE	FALSE	FALSE
SDC4	1.24450525912621	0.331977277787487	0.866796394836207	TRUE	FALSE	FALSE
DHFR	-1.24425691054282	0.408294398503114	-0.798363228532867	TRUE	FALSE	FALSE
GPBP1	1.24397684977123	1.25500594930286	1.56235783524837	TRUE	TRUE	TRUE
TPM1	-1.24385624472799	-0.583557217067276	-1.42805954567502	TRUE	FALSE	TRUE
PIK3AP1	1.24180173904063	1.32141007689985	1.56260197334997	TRUE	TRUE	TRUE
MGLL	-1.24119388646141	-1.03659279855724	-2.30363432271036	TRUE	TRUE	TRUE
TLK2	1.24105396791052	1.18802327453719	1.04564072497412	TRUE	TRUE	TRUE
HIST2H2BE	1.238929510809	0.798660030235366	0.761425772321251	TRUE	FALSE	FALSE
ATP8B3	-1.23879013302902	-0.777785127034688	-0.217419999900104	TRUE	FALSE	FALSE
SPINK1	-1.23859714359221	-0.905808752694195	-2.21228371633958	TRUE	FALSE	TRUE
MEIS1	1.23797620738679	0.567465762663799	1.1315537565841	TRUE	FALSE	TRUE
CDH2	-1.2367131564713	0.112384526656176	-0.776873481219909	TRUE	FALSE	FALSE
ZNF764	1.2365971359659	0.499121916583381	0.819840749365177	TRUE	FALSE	FALSE
PLEKHS1	-1.23657625132719	-0.031747293097113	0.346596584995155	TRUE	FALSE	FALSE
C17orf67	1.23556352272223	0.790700340032948	1.0901064872384	TRUE	FALSE	TRUE
ARL4D	1.2348555272632	0.400583218396659	1.07296718167363	TRUE	FALSE	TRUE
VSIG10L	1.23284416365794	0.996607338232396	1.39316462581106	TRUE	FALSE	TRUE
DEPDC7	1.23284269508777	0.727358453552953	1.13332767537915	TRUE	FALSE	TRUE
FMR1	1.23229144123442	1.5968419155561	1.49176698321847	TRUE	TRUE	TRUE
BACH1	1.23186685184404	1.02742326761476	1.38857793887972	TRUE	TRUE	TRUE
AGT	-1.23151424921434	-0.809652344503706	-1.86215457315677	TRUE	FALSE	TRUE
SLC12A7	1.23107852498645	0.629481768026426	1.17582553077029	TRUE	FALSE	TRUE
SLC25A25	1.2304101432277	0.650853257440047	0.765610014417516	TRUE	FALSE	FALSE
BTG2	1.22938884584377	1.2450759178579	1.75897285079415	TRUE	TRUE	TRUE
IRGQ	1.22560689104599	0.455302329058736	0.980676033882075	TRUE	FALSE	FALSE
NT5DC2	-1.22346530657217	-0.556685660818985	-1.30494383281913	TRUE	FALSE	TRUE
AC015802.6	-1.22301377191248	-0.161100956776865	-0.792024513630176	TRUE	FALSE	FALSE
ASAP1	1.22197824788695	0.771173193339285	1.09996553654108	TRUE	FALSE	TRUE
RASGRP1	1.22141906234935	1.38791377198735	0.850863498137505	TRUE	TRUE	FALSE
FADS2	-1.22078092962222	-0.832786448599718	-0.8124352425682	TRUE	FALSE	FALSE
RNASEL	1.22009912785803	1.41461952155869	1.66106316144434	TRUE	TRUE	TRUE
KLHL3	1.21980141113251	0.207181776405295	1.72514859900339	TRUE	FALSE	TRUE
MMAB	-1.21974669123888	-0.144071293086994	-0.657821485252905	TRUE	FALSE	FALSE
PER2	1.21925177840092	-0.0190612776682627	0.629100051563843	TRUE	FALSE	FALSE
SRFBP1	1.21874917755209	0.593319607284786	1.01711033985793	TRUE	FALSE	TRUE
LINC00992	-1.21681296580204	-0.436849702694337	-1.13050967701871	TRUE	FALSE	TRUE
PPOX	-1.21451662553536	-0.436868928992188	-0.932411634304527	TRUE	FALSE	FALSE
RBCK1	1.214244482759	0.887679077120453	1.12932563683368	TRUE	FALSE	TRUE
CHST9	-1.21395625431337	-0.198815103174747	-0.400851717260408	TRUE	FALSE	FALSE
DPYSL3	-1.21250133823456	0.296359793626426	-0.802756415799042	TRUE	FALSE	FALSE
A4GALT	1.21112915970527	-0.194595343052467	0.183678070011184	TRUE	FALSE	FALSE
HGSNAT	-1.21093074737246	-0.430650221369156	-1.47528812818985	TRUE	FALSE	TRUE
MSX1	1.20935123489487	0.158111600940019	0.494373373485592	TRUE	FALSE	FALSE
PHACTR4	1.20881575230901	1.24503152739878	1.27554824802031	TRUE	TRUE	TRUE
GABBR1	1.20875545217037	1.11453334023598	2.14062824309669	TRUE	TRUE	TRUE
SELL	1.2078203848143	1.45321277706322	2.27155731261536	TRUE	TRUE	TRUE
TBC1D22B	1.2075311295575	0.693758210054433	1.10198868620264	TRUE	FALSE	TRUE
FAM122C	1.2071862899803	1.86979314505326	2.07334137020693	TRUE	TRUE	TRUE
CXCL1	1.20610138651746	1.5791921623852	1.32549454229501	TRUE	TRUE	TRUE
MLEC	-1.20578753404202	-0.0530913649712181	-0.591187398397371	TRUE	FALSE	FALSE
DNAJB5	1.2029385370581	0.784480774452481	2.02625731508841	TRUE	FALSE	TRUE
NFKB1	1.20282176393172	1.14799588594411	1.15907046936797	TRUE	TRUE	TRUE
SLC22A18AS	-1.2027637591523	-0.722267790523295	-1.47036121642836	TRUE	FALSE	TRUE
RBM48	1.20191667132319	0.658869876620509	1.09625012767818	TRUE	FALSE	TRUE
TNFRSF10B	1.20103848479821	0.753316440637973	0.758262588290408	TRUE	FALSE	FALSE
WRB	-1.20076047997962	-0.42410555022874	-1.1389333846804	TRUE	FALSE	TRUE
SNTA1	-1.19984777759572	0.137389562052986	-0.355003672584478	TRUE	FALSE	FALSE
DNAH5	-1.1994997388368	-0.669076662787657	-1.26612108389654	TRUE	FALSE	TRUE
GRB10	1.19882274736238	-0.273373729768851	0.736559397837584	TRUE	FALSE	FALSE
ARID4B	1.19856124486302	1.18971819393152	1.4462376575331	TRUE	TRUE	TRUE
BCL2L11	1.19776042669467	0.929865266977829	0.961660585917752	TRUE	FALSE	FALSE
ALCAM	-1.1976950587231	-0.309354556837993	-0.860862334138044	TRUE	FALSE	FALSE
NUBPL	-1.19636760815283	-0.270987246085713	-1.08380804247004	TRUE	FALSE	TRUE
DAB2IP	1.19508891273646	1.27263126929503	1.30671022238107	TRUE	TRUE	TRUE
NAMPT	1.19467794177868	0.456168467441858	0.766791790868052	TRUE	FALSE	FALSE
STIM2	1.19380577637629	0.709784400067953	1.11744508995163	TRUE	FALSE	TRUE
LRRC20	-1.19349385731184	-0.60556138502768	-1.09230788727849	TRUE	FALSE	TRUE
ERN1	1.19345056451119	0.966810673522548	0.809650346113768	TRUE	FALSE	FALSE
MCL1	1.19224971463544	0.699265270140323	0.89367125246615	TRUE	FALSE	FALSE
LGALS3BP	1.18955596079327	0.648985611948201	1.31850043062697	TRUE	FALSE	TRUE
TFRC	-1.18949515180227	-0.172488943488534	-1.11715320363719	TRUE	FALSE	TRUE
XBP1	1.18948292373234	0.422213196197723	1.13194620428373	TRUE	FALSE	TRUE
MYORG	-1.18865192843612	0.0266270985499963	-0.752285581765822	TRUE	FALSE	FALSE
PIGZ	-1.18843558741113	-0.926684362254648	-1.58736048424674	TRUE	FALSE	TRUE
CRYZ	-1.18833936893322	-0.211546106874495	-0.70622734689193	TRUE	FALSE	FALSE
ARHGEF28	1.18829599905472	1.31973128877961	1.88548010732073	TRUE	TRUE	TRUE
KCNMB4	-1.18766506445439	-0.4972466191363	-0.487496843715596	TRUE	FALSE	FALSE
LINC-PINT	1.18700785120258	1.03858502331078	1.60273782828958	TRUE	FALSE	TRUE
SPAG16	-1.18602771660876	-0.334693896104802	-0.617497987342268	TRUE	FALSE	FALSE
SIAE	-1.18584626835713	-0.465510084911998	-0.686931052411846	TRUE	FALSE	FALSE
LTBP4	-1.18575587345763	-0.343909809337596	-1.51732911394042	TRUE	FALSE	TRUE
CFLAR	1.18556256333745	0.753025825632728	0.863765600843148	TRUE	FALSE	FALSE
NBEA	-1.18440285788311	-0.282359332887717	-1.31985096007849	TRUE	FALSE	TRUE
IRF8	1.18356873769178	0.631754125544022	0.3781644181135	TRUE	FALSE	FALSE
FARP1	-1.18315153970207	-0.00411186253370352	-0.683224174028171	TRUE	FALSE	FALSE
RNF223	1.18302559130821	0.143654840981127	0.584497005282206	TRUE	FALSE	FALSE
DDC	-1.18269434373095	0.400355569336333	-0.467884853123865	TRUE	FALSE	FALSE
LRRC23	-1.18222491754426	0.139476285657882	-0.978889882930773	TRUE	FALSE	FALSE
CASP7	1.18207362039296	1.81605144024951	1.26267495205232	TRUE	TRUE	TRUE
FAM104B	-1.18165857682737	0.116654079082934	-0.940797288793772	TRUE	FALSE	FALSE
NRGN	-1.18116182142194	0.693270017469674	0.456357716433936	TRUE	FALSE	FALSE
ATP23	-1.18115818019083	-0.0469862823665773	-0.433460220331475	TRUE	FALSE	FALSE
EREG	1.18104448799362	0.589884103954159	0.828136709198828	TRUE	FALSE	FALSE
ARID3B	1.17919777277983	0.450364844715938	0.538867787616324	TRUE	FALSE	FALSE
IFNLR1	1.17874089299459	0.51631648593533	1.08973870066015	TRUE	FALSE	TRUE
CLK4	1.17866744170363	0.991685773128862	0.921379850181496	TRUE	FALSE	FALSE
LIF	1.17843194849575	0.329796847164943	0.2031364691538	TRUE	FALSE	FALSE
OSR2	1.17808220440552	1.19421288839467	1.4471520594569	TRUE	TRUE	TRUE
MUC20P1	-1.17802690805523	-0.848649341571502	-1.81046378380018	TRUE	FALSE	TRUE
AIF1L	-1.17674639083808	-0.0878783903554423	-0.737248101346681	TRUE	FALSE	FALSE
DSEL	-1.17669390076563	-0.902203948511922	-1.11599429020521	TRUE	FALSE	TRUE
KLHL29	1.17649787536847	0.85912881334517	0.804676395049902	TRUE	FALSE	FALSE
LINC00326	1.17581503362857	-0.329670319499505	2.7849595843393	TRUE	FALSE	TRUE
AC016831.7	1.17515939597792	1.32471128346738	1.03614623070986	TRUE	TRUE	FALSE
AC073548.1	1.17264496865484	0.719219387176422	0.978669345579391	TRUE	FALSE	FALSE
RBMS2	1.1722682668996	1.06447272363502	1.29910657900645	TRUE	TRUE	TRUE
BBS9	-1.17132942776236	-0.0962224452987512	-0.483422146868869	TRUE	FALSE	FALSE
AC010642.2	-1.17026553351557	-0.496926439431026	-0.852432469499903	TRUE	FALSE	FALSE
TTC3	-1.17008381995709	-0.389960925929882	-0.885670211985503	TRUE	FALSE	FALSE
ATAD2B	1.16993777397969	0.715131739066088	0.877954679708259	TRUE	FALSE	FALSE
RNLS	-1.16992240664763	-0.0204062160076352	-1.31834704447138	TRUE	FALSE	TRUE
SPAG9	1.16938413266844	0.312156365101814	1.00587922231658	TRUE	FALSE	TRUE
DTNB	-1.16930508488243	0.464329378606425	-0.528559640033474	TRUE	FALSE	FALSE
NAPA	1.16914085891159	0.840203333607958	1.0282489736809	TRUE	FALSE	TRUE
LYSMD2	1.16887290128724	1.3082480196511	0.950038704305691	TRUE	TRUE	FALSE
SC5D	-1.16719188806379	-0.349155263120348	-0.503288093764559	TRUE	FALSE	FALSE
PIWIL4	1.16581778999961	0.0529119513826274	0.558486844134442	TRUE	FALSE	FALSE
HADH	-1.16468019415588	0.187766886356463	-0.506899634209194	TRUE	FALSE	FALSE
KIAA1217	1.1632157054447	1.1465441356357	1.31944992511196	TRUE	TRUE	TRUE
PRADC1	-1.16301217756183	-0.000400588611516941	-0.966836884965406	TRUE	FALSE	FALSE
TGFBI	-1.16297666488164	-0.504621060484345	-1.19927914392833	TRUE	FALSE	TRUE
NOSTRIN	-1.16202589169656	-1.05598047617538	-0.593907730789509	TRUE	TRUE	FALSE
ENDOD1	1.16135660029143	1.26718130806905	1.28764003437565	TRUE	TRUE	TRUE
WHAMM	1.16115605999806	1.17879575992806	1.11764176207092	TRUE	TRUE	TRUE
BICC1	-1.15646830730959	0.183158994445251	-0.772584490221628	TRUE	FALSE	FALSE
RAB40B	-1.15613144525987	-0.442271390626031	-1.19187563644066	TRUE	FALSE	TRUE
METRNL	1.15506477589853	0.491653476101773	0.755057695241985	TRUE	FALSE	FALSE
RERGL	-1.15506422856659	-0.0221537255672698	-0.20245111537515	TRUE	FALSE	FALSE
WNK2	-1.15492242262616	-0.704149346122584	-1.06230736391322	TRUE	FALSE	TRUE
AKR1C1	-1.15430361528312	-1.05827967773441	-1.83447254678366	TRUE	TRUE	TRUE
AC145098.2	1.15420268573986	-0.115727352039665	0.460835828386547	TRUE	FALSE	FALSE
TOP2A	-1.15390318290193	0.736632576202914	1.02711601636813	TRUE	FALSE	TRUE
C1orf52	1.15372964960451	0.1547477670485	0.775785926835198	TRUE	FALSE	FALSE
LYN	1.153375587582	0.89284118021167	0.890256113696084	TRUE	FALSE	FALSE
NFAT5	1.15333366328858	1.24427147051426	1.14361754379501	TRUE	TRUE	TRUE
AC013394.1	1.15332590691071	1.26292225341675	1.71935392417317	TRUE	TRUE	TRUE
RBM43	1.15326062699079	1.3405759728794	1.1627927423659	TRUE	TRUE	TRUE
HMMR	-1.15311791934264	0.856572519032187	1.36124624659165	TRUE	FALSE	TRUE
ZNF107	1.15243508540949	2.14623203804909	1.61237801543156	TRUE	TRUE	TRUE
FDFT1	-1.1522051326399	-0.0630753482396679	0.239226633013949	TRUE	FALSE	FALSE
ITPKC	1.15202303657268	0.251935585568245	0.505599350622273	TRUE	FALSE	FALSE
C11orf54	-1.15150688527899	-0.38161140438009	-1.03807418625737	TRUE	FALSE	TRUE
UHRF1BP1	1.1508219671633	0.954025345932763	1.07300861178594	TRUE	FALSE	TRUE
SMURF1	1.15076058356019	0.569998911424409	0.99392400593395	TRUE	FALSE	FALSE
PIMREG	-1.15074989974266	0.43922546544234	0.553654050768259	TRUE	FALSE	FALSE
LSS	-1.14968484652418	-0.226377371024471	-0.423056399151978	TRUE	FALSE	FALSE
NR2F1	1.14924349643273	1.31691369356067	1.97875464959315	TRUE	TRUE	TRUE
BAZ1A	1.14682316901122	1.19089861608405	1.04544765439057	TRUE	TRUE	TRUE
SORT1	-1.14624339596179	-0.151916785942932	-0.521534968339159	TRUE	FALSE	FALSE
ZHX2	1.14618810099216	0.384954438178663	0.998342641045879	TRUE	FALSE	FALSE
SLC39A10	-1.1458873330744	-0.93304099562417	-1.27288472045509	TRUE	FALSE	TRUE
LRRC75B	-1.14574580282207	-0.550819211725408	-0.830352362643707	TRUE	FALSE	FALSE
AD000864.1	1.14562919473499	1.32928229292189	1.25514769381604	TRUE	TRUE	TRUE
ADGRF4	1.14559840339075	-0.0691684764584344	-0.340857943032123	TRUE	FALSE	FALSE
NAMPTP1	1.14557666810344	0.423316848170538	0.679556765822081	TRUE	FALSE	FALSE
SRD5A3	-1.14481106173376	-0.198017095369033	-1.06942409729698	TRUE	FALSE	TRUE
NT5E	1.14451073735582	0.0737361597239374	0.0717859649484257	TRUE	FALSE	FALSE
ABCC4	-1.14432390773095	-0.417961884937947	-0.816740353467179	TRUE	FALSE	FALSE
PPP1R10	1.14425631851053	0.480142233067423	1.49693724415741	TRUE	FALSE	TRUE
GPR87	1.1432418541699	0.310164703079108	-0.0147661205743884	TRUE	FALSE	FALSE
ABAT	-1.14313116654135	-0.732297231405103	-0.966764065125708	TRUE	FALSE	FALSE
BRD2	1.14173088247997	0.662928248428034	0.883665910324394	TRUE	FALSE	FALSE
KPNA5	1.14118212402211	1.11714488556785	0.913624457566314	TRUE	TRUE	FALSE
SEPT3	-1.14108533354157	-0.723107920166722	-1.1137599326191	TRUE	FALSE	TRUE
MFSD12	1.14088650625188	0.232415980629041	0.492010427672647	TRUE	FALSE	FALSE
SNORC	1.14062746892421	0.33150865621788	0.769392812743588	TRUE	FALSE	FALSE
FDPS	-1.14040493475701	0.0460217136538605	-0.152706021649855	TRUE	FALSE	FALSE
C7orf31	1.13918225116347	0.490818640076304	1.44345353243226	TRUE	FALSE	TRUE
PATL1	1.13914454513691	0.863581894512572	1.24173576682022	TRUE	FALSE	TRUE
KANTR	-1.13910923834714	-0.294034520572355	-0.476762666357802	TRUE	FALSE	FALSE
CEP350	1.13909168900753	0.990203681130225	1.17142043735151	TRUE	FALSE	TRUE
PIM3	1.13844735588489	1.30567465046365	0.865216734130317	TRUE	TRUE	FALSE
CCDC167	-1.13844111009334	-0.491925040825421	-0.532213232378409	TRUE	FALSE	FALSE
ATF4	1.13842911945834	0.346170975092707	1.24523780957819	TRUE	FALSE	TRUE
CYP4F3	-1.13802160893442	-0.50194295101039	-0.619685697489771	TRUE	FALSE	FALSE
CEBPD	1.13770159713661	1.33481576516302	1.3310608775504	TRUE	TRUE	TRUE
WTAP	1.13764847685452	0.751851744846361	1.05052030034121	TRUE	FALSE	TRUE
IKBKE	1.13685920659836	1.10868703234168	1.38023478461126	TRUE	TRUE	TRUE
ANAPC15	-1.13603970430126	-0.00633975282027654	-0.404715121385655	TRUE	FALSE	FALSE
TMTC4	-1.13601979713984	-0.242968042229573	-1.14891862201462	TRUE	FALSE	TRUE
ADAM22	-1.13565627715875	-0.348480176678317	-0.77888719822361	TRUE	FALSE	FALSE
KMT2C	1.13517822715439	0.683498995192898	1.07605416084333	TRUE	FALSE	TRUE
ZFHX2	1.13506307820334	1.03182598688657	1.69234492147696	TRUE	TRUE	TRUE
IQGAP3	-1.13466496857891	1.33953918135431	1.12316709032856	TRUE	TRUE	TRUE
ZNF140	1.13414212584212	0.831301553404448	1.17619922300516	TRUE	FALSE	TRUE
GPR137C	-1.13366673002216	0.299815389269445	-0.335599737789395	TRUE	FALSE	FALSE
STK38L	1.13251992492774	1.03139861635872	1.07938634723745	TRUE	TRUE	TRUE
NBPF26	1.13230851435453	0.487855149860499	0.662689809225671	TRUE	FALSE	FALSE
ALDH3B1	-1.13205271186949	-0.473505296988514	-0.919015583760669	TRUE	FALSE	FALSE
PPP1R15B	1.13125668127323	0.508234848645984	0.956215293562912	TRUE	FALSE	FALSE
ABL2	1.1311354352248	0.324162534091382	0.360873621802304	TRUE	FALSE	FALSE
STYK1	1.13038852545459	1.82230533730152	1.98607896373451	TRUE	TRUE	TRUE
DANCR	-1.12942461128716	-0.342595770838989	-0.970854749985766	TRUE	FALSE	FALSE
RIPK1	1.12939904695619	0.999832456959102	0.932975893055514	TRUE	FALSE	FALSE
RGMB	1.12876710727861	0.585585854939341	0.678318573463695	TRUE	FALSE	FALSE
GCNT1	1.12790282695573	1.14785030981798	1.33565385451143	TRUE	TRUE	TRUE
IRX3	1.12633137783038	1.06162198774567	1.48708643252829	TRUE	TRUE	TRUE
ABCB1	-1.12594829005601	0.750826156196067	-0.33453599754385	TRUE	FALSE	FALSE
ITGB6	-1.12468728380036	-0.287053832964913	-0.987639843042745	TRUE	FALSE	FALSE
SDC1	-1.12281138809056	-0.469539202094841	-1.10240811530736	TRUE	FALSE	TRUE
PYGL	-1.12243113391742	-0.0918389692197178	-1.199845339139	TRUE	FALSE	TRUE
AC092153.1	-1.12222019191715	-0.235179348664445	-0.779463249386298	TRUE	FALSE	FALSE
CRNDE	-1.12189703124012	0.288201297951755	0.125978439948118	TRUE	FALSE	FALSE
MXD4	-1.12033797846888	-1.36652186654255	-1.82017709125038	TRUE	TRUE	TRUE
NNT	-1.12032444162589	-0.0999490393183085	-0.801358130933308	TRUE	FALSE	FALSE
KALRN	1.11958251170017	1.31136972634386	1.05269114401422	TRUE	TRUE	TRUE
DNAJB9	1.11841870098455	-0.107001707209468	0.394767842197351	TRUE	FALSE	FALSE
PKIA	-1.11758143918876	0.227926734930845	-0.314133117418763	TRUE	FALSE	FALSE
TRA2A	1.11739408719532	0.785756246263134	1.27711037699598	TRUE	FALSE	TRUE
MPND	-1.11727451532479	-0.545186984947876	-1.01215069608432	TRUE	FALSE	TRUE
GALNT10	-1.11703859309473	-0.127975139100142	-0.969497949986186	TRUE	FALSE	FALSE
ZSWIM3	1.11681924903998	0.105603931654523	0.287804111209997	TRUE	FALSE	FALSE
BCL10	1.11677095864705	0.803694520446474	1.18322368452809	TRUE	FALSE	TRUE
MAP3K10	1.11653760146314	-0.140168229863368	0.493266627683546	TRUE	FALSE	FALSE
OPHN1	1.11547363194626	-0.0116866645945428	0.593226180779175	TRUE	FALSE	FALSE
SYNGR1	-1.11497999135607	-1.02689367692429	-1.09630169093478	TRUE	TRUE	TRUE
WBP1	-1.11457200185211	-0.538626837653334	-1.05325911449555	TRUE	FALSE	TRUE
DYRK1A	1.11429400065042	0.973685319202957	1.00614287010574	TRUE	FALSE	TRUE
MNS1	-1.11402125283064	0.733562125756008	0.90165965673652	TRUE	FALSE	FALSE
EMP2	-1.11350023059528	0.26905021785321	-0.325659310441495	TRUE	FALSE	FALSE
PCYOX1	-1.1124705087264	-0.322627457986625	-1.15507630299099	TRUE	FALSE	TRUE
SLC22A3	-1.11187338212401	-1.35248464820229	-2.97560652512553	TRUE	TRUE	TRUE
DHCR24	-1.11113409492906	-0.127160917313118	-0.312103664039103	TRUE	FALSE	FALSE
RLF	1.11083063540676	0.992422566418422	1.26935702890527	TRUE	FALSE	TRUE
XDH	1.11066681142709	0.235352288307719	0.267127057473968	TRUE	FALSE	FALSE
FAM214A	1.11045337949222	1.05425501188494	1.34796466084816	TRUE	TRUE	TRUE
CPNE2	1.11036177227232	0.474548466623789	1.48421857346095	TRUE	FALSE	TRUE
TM4SF4	-1.10849454787741	-0.50293517166194	-0.471877941864304	TRUE	FALSE	FALSE
