gene	logFCInfectedvsMock24	logFCInfected12vs4	logFCInfected24vs4	DEInfectedvsMock24	DEInfected12vs4	DEInfected24vs4
HEPH	2.59494141495847	1.80820591215004	3.55368051560932	TRUE	FALSE	TRUE
STARD8	2.58930104346635	2.27538418078161	3.63566376395962	TRUE	FALSE	TRUE
IL18R1	2.58600628882873	2.35156605836434	2.76201457476159	TRUE	TRUE	TRUE
FBP1	-2.58402749098279	-1.11381452935327	-2.23740908274546	TRUE	FALSE	FALSE
CCR1	2.57940458456049	2.51166629384686	3.23427032797384	TRUE	TRUE	TRUE
CHSY3	2.57535153336405	2.37376396062389	2.52345516320133	TRUE	TRUE	TRUE
TNFSF15	2.5733111099338	2.16836026916618	2.79471119220448	TRUE	TRUE	TRUE
STEAP4	-2.57296686802604	-1.89191091127327	-2.66980244381234	TRUE	TRUE	TRUE
NOS3	2.57192542266829	0.284700059308249	0.362096294392413	TRUE	FALSE	FALSE
SSTR2	2.56927993148312	1.81095323630488	2.40355003679845	TRUE	TRUE	TRUE
SCGN	-2.55736722363363	-0.607697589310381	-1.05824737383926	TRUE	FALSE	FALSE
TRIM5	2.54789345959793	2.52149509389068	2.70213828530431	TRUE	TRUE	TRUE
FOSB	2.54648645427791	1.39649490989869	1.66447797697558	TRUE	TRUE	TRUE
TUBA1A	-2.53981168157092	-1.52487151636415	-3.61108757290446	TRUE	TRUE	TRUE
ZNF710-AS1	-2.53806289996724	-1.62399519467282	-2.93573636631728	TRUE	FALSE	TRUE
FLT3LG	2.53318711764018	2.10657241714737	2.61814232132318	TRUE	TRUE	TRUE
LY6E-DT	2.53221637819338	2.59060750445777	3.66195632814595	TRUE	FALSE	TRUE
FRMD3	2.51586940915252	0.0648408373563817	1.35571183793442	TRUE	FALSE	TRUE
KLF2	2.51244370293761	0.409993638152712	0.803965722061247	TRUE	FALSE	FALSE
GAS7	2.5062832950128	1.12952226092616	3.37758970671547	TRUE	FALSE	TRUE
FAS	2.50544169975325	2.67075486019986	3.2314349608843	TRUE	TRUE	TRUE
RARRES3	2.50403641591411	1.30669052145656	2.67073568402486	TRUE	TRUE	TRUE
MME	-2.4966996383567	-0.359227024283324	-1.8793486231717	TRUE	FALSE	TRUE
SNAI1	2.49052710697663	0.923891448101437	2.63676575821688	TRUE	FALSE	TRUE
LAP3P2	2.48904571966467	1.51450302953359	2.59656731810681	TRUE	FALSE	TRUE
ANKRD33B	2.48356531302448	2.04582198163447	2.31496569034477	TRUE	TRUE	TRUE
TRIM69	2.47953356798725	2.68004618671673	3.09853653698106	TRUE	TRUE	TRUE
TXNIP	2.47935157969947	1.26995621247549	1.82583491063877	TRUE	TRUE	TRUE
AC099489.1	2.47616619354238	0.701941083509769	2.08701124732734	TRUE	FALSE	TRUE
IFI44	2.47137083026144	2.98075451596536	3.08119976616129	TRUE	TRUE	TRUE
KCNE3	-2.4674962562727	-0.215865259162419	-0.828621419573236	TRUE	FALSE	FALSE
HMGN2P46	2.46606998616215	1.62110862863665	2.58599383736006	TRUE	FALSE	TRUE
IFI6	2.46538668460666	1.24651482170457	2.37852829373008	TRUE	TRUE	TRUE
AC129492.1	2.46518991223658	1.85186850531583	2.62697299561263	TRUE	TRUE	TRUE
IFI44L	2.4631973544809	2.56717553409658	2.88855200652256	TRUE	TRUE	TRUE
NMI	2.46001876640498	2.16642365770902	2.49890911752925	TRUE	TRUE	TRUE
PDGFRL	2.45859073056657	2.57095857034833	4.00088640987298	TRUE	TRUE	TRUE
SYDE1	2.458395308428	0.097635359793525	1.89784768808868	TRUE	FALSE	TRUE
PCDH7	2.4481879761461	0.343018182344392	1.57303773391682	TRUE	FALSE	FALSE
HERC6	2.44464024852034	1.91074387721463	2.4289274589449	TRUE	TRUE	TRUE
SLFN5	2.4381207510338	2.71556543037239	2.75089317404337	TRUE	TRUE	TRUE
AC124319.1	2.43732975157931	3.05072103550568	2.50117184458685	TRUE	TRUE	TRUE
PML	2.4352473335335	2.74010421758695	2.76166297133271	TRUE	TRUE	TRUE
SLC31A2	2.43108627924825	0.297559128993618	1.71343795814154	TRUE	FALSE	TRUE
OAS3	2.43082776329275	2.25436563208199	2.69512551292108	TRUE	TRUE	TRUE
SP110	2.43068585792463	2.62214233198726	2.69309656907765	TRUE	TRUE	TRUE
AC010619.2	2.43030012096385	1.82781901420321	2.15169716231365	TRUE	TRUE	TRUE
PARP12	2.4253334173093	2.16881858701809	2.06855999699441	TRUE	TRUE	TRUE
HIVEP2	2.4230473269644	1.91061253340797	2.18018734290869	TRUE	TRUE	TRUE
IL32	2.41722814888269	0.767725748349166	1.79603148832711	TRUE	FALSE	TRUE
CACNG4	-2.41583263523124	-1.25565655803637	-2.9263313891197	TRUE	TRUE	TRUE
KRTAP2-3	2.41456073150923	-0.633119026611722	0.732057999187307	TRUE	FALSE	FALSE
CXCL8	2.41308582247491	1.70536692076408	1.8312841510736	TRUE	TRUE	TRUE
SUGT1P1	2.40583444295642	0.73244274028791	2.02350234847242	TRUE	FALSE	TRUE
FAM129A	2.40524363948323	-0.165901407636801	2.04512443013205	TRUE	FALSE	TRUE
SPHK1	2.39472864516374	0.866030064242748	1.50024778590657	TRUE	FALSE	TRUE
STX19	2.39331298328179	2.18067377441553	2.73065129085132	TRUE	TRUE	TRUE
HIST1H3D	2.3869648257504	1.89605739404258	2.21992261890686	TRUE	FALSE	TRUE
RGS16	2.38153382217472	-1.84073008550305	0.498787665844667	TRUE	FALSE	FALSE
HLA-H	2.37887861061633	1.03303616002078	2.27184427913952	TRUE	TRUE	TRUE
DDX60	2.37470351652742	2.60500157749084	2.7457374812083	TRUE	TRUE	TRUE
SYT12	-2.37374295346177	-0.955818836775257	-2.45892504037669	TRUE	FALSE	TRUE
AC025580.2	2.37223420471286	2.61619435066359	3.5805422359	TRUE	TRUE	TRUE
HIST1H4E	2.36381245845376	2.57615767038909	2.8383176588556	TRUE	TRUE	TRUE
HLA-G	2.36271812725711	1.30312761558637	2.42149886977267	TRUE	TRUE	TRUE
SAA2-SAA4	2.36268805199144	1.26838783307244	1.89693516624402	TRUE	FALSE	FALSE
B3GNT7	2.36003357392589	1.69767453103818	1.76460181359521	TRUE	TRUE	TRUE
BIRC3	2.35826562567949	2.03406763300649	2.69213200204451	TRUE	TRUE	TRUE
CYLD	2.35700016187199	1.98924755402612	2.53086830207403	TRUE	TRUE	TRUE
FBN2	2.3560641996662	0.677006192415356	2.06548320176487	TRUE	FALSE	TRUE
TRIM21	2.35461999156798	2.34042784199268	2.47261835578156	TRUE	TRUE	TRUE
SPRY2	2.35077394786259	0.933125106534491	1.43233345831707	TRUE	FALSE	TRUE
AL158050.1	2.34903187232651	0.123796707552023	1.38901728074624	TRUE	FALSE	FALSE
AC026124.2	2.34797532253019	1.39258928428557	2.49148299454397	TRUE	FALSE	FALSE
COL16A1	2.34630352402678	0.545318727429412	1.37950941772311	TRUE	FALSE	TRUE
IL7	2.34398289230558	2.843468853542	2.21436116113017	TRUE	TRUE	TRUE
GADD45G	2.34326668673222	-0.450119447097871	1.38315637039226	TRUE	FALSE	FALSE
INHBE	2.34223824534342	-2.32149821664001	3.01344130197583	TRUE	FALSE	TRUE
AC083800.1	-2.3382158933694	-0.095561064785865	-1.22991099829134	TRUE	FALSE	FALSE
LAP3	2.33783852306707	1.93237796109112	2.40623317376052	TRUE	TRUE	TRUE
TAP2	2.33671486921678	1.75188134365281	2.35666525622514	TRUE	TRUE	TRUE
C19orf66	2.33160674878862	2.34418661630367	2.09779338750336	TRUE	TRUE	TRUE
VAMP5	2.33087410903409	0.620813474276464	1.47988469325475	TRUE	FALSE	TRUE
SEMA3A	2.32811254949803	0.958802362173296	1.33398289905089	TRUE	FALSE	TRUE
SLC3A1	-2.32706735612112	-0.993688340611132	-1.65611164793681	TRUE	FALSE	TRUE
OPTN	2.32705749755424	1.90690294727481	2.08497026525692	TRUE	TRUE	TRUE
AC010245.2	2.32665297560755	1.1467298635213	2.20733649588476	TRUE	FALSE	TRUE
ADAMTSL3	2.32586614824445	2.49342252189453	2.60927156057884	TRUE	TRUE	TRUE
MUC6	-2.32487209791267	-0.767929265864419	-2.06970129933682	TRUE	FALSE	TRUE
ICAM5	2.32367017399066	0.131072942754663	1.81762743563506	TRUE	FALSE	FALSE
AL669918.1	2.31956686174826	1.78265580609773	2.53698107938901	TRUE	TRUE	TRUE
SIRPB2	2.31717077718945	2.41760797102843	2.12943344585604	TRUE	TRUE	TRUE
KRT6B	2.30253411334232	0.685118089341422	0.941009346364491	TRUE	FALSE	FALSE
COL8A1	2.30052502660419	1.00688362860693	1.64358063566918	TRUE	FALSE	TRUE
BCAS1	-2.29967015233303	-1.4729738186271	-1.44324967097865	TRUE	TRUE	TRUE
STAT4	2.29740273795563	0.6739070378695	3.53482401956051	TRUE	FALSE	TRUE
CD22	2.2918007507469	-0.121224422719465	-0.154232416523691	TRUE	FALSE	FALSE
ADORA1	-2.28947777561065	-1.5895738965419	-0.712180956205856	TRUE	FALSE	FALSE
CLDN10	-2.28540367656502	-0.588259108438581	-1.13363045356139	TRUE	FALSE	TRUE
HIST1H2BE	2.28331476096168	1.58109156497932	3.09509794450744	TRUE	TRUE	TRUE
CFAP73	-2.28244341940291	-0.395033492852826	-1.22359405587521	TRUE	FALSE	FALSE
VWA2	-2.28050162978601	-0.928563390097208	-2.49719043111209	TRUE	FALSE	TRUE
GDF15	2.27817029660435	1.20996885121254	2.43412485753682	TRUE	TRUE	TRUE
HAL	2.27779401975343	0.20974480381047	1.45495191816326	TRUE	FALSE	FALSE
GSDMB	2.2760091650334	0.66803414830409	2.16184914045095	TRUE	FALSE	TRUE
BTN3A3	2.26849875381016	2.05717837513696	2.58684314455278	TRUE	TRUE	TRUE
TRERF1	2.26431155942218	0.543462785232727	1.97176999535586	TRUE	FALSE	TRUE
PTAFR	2.26084777293875	0.417436044699795	1.6785853841506	TRUE	FALSE	FALSE
AC091133.1	2.26048057363559	0.0593972342260816	1.29780645717254	TRUE	FALSE	FALSE
LINC01004	2.25998446949745	0.901489937891528	2.16546051858245	TRUE	FALSE	TRUE
ADAMTS6	2.24982157003189	1.62787049609384	1.63107889695457	TRUE	FALSE	FALSE
DOCK11	2.24966340990563	-0.373631398994189	1.95375756863831	TRUE	FALSE	TRUE
NR4A2	2.24586787293929	0.913374234957447	1.78329616920187	TRUE	FALSE	TRUE
LAMA2	2.2398911105323	0.532830511453232	2.0706410646922	TRUE	FALSE	TRUE
DTX3L	2.239107883404	2.27920156243239	2.41073205069121	TRUE	TRUE	TRUE
ST7-AS1	2.23361024996185	1.64063536359516	1.16557067076953	TRUE	FALSE	FALSE
ITGAM	2.22848732226343	1.61015497558037	2.79931322578966	TRUE	TRUE	TRUE
XRN1	2.22083481148301	2.72364824181999	2.37579881462871	TRUE	TRUE	TRUE
ITIH5	-2.22011267343799	-1.85182460579502	-1.96960420291922	TRUE	FALSE	FALSE
PTGS2	2.21730002871975	2.20330824134566	2.3251046196051	TRUE	TRUE	TRUE
NUB1	2.21684498059669	2.18462955825968	2.23675129753013	TRUE	TRUE	TRUE
AC079466.1	2.2147057210143	2.12320546996052	2.42124677655103	TRUE	FALSE	TRUE
AL031777.3	2.21439333365123	1.97071723645694	2.27991773965313	TRUE	TRUE	TRUE
RBM11	2.20995338642628	2.90610662764242	3.04080376760505	TRUE	TRUE	TRUE
EGR1	2.19845217972419	2.71684701188135	3.22213119506823	TRUE	TRUE	TRUE
DIRAS3	2.19600756022323	0.104443487033842	1.21473251716985	TRUE	FALSE	TRUE
AC009549.1	2.19316151692208	-0.741885164207651	2.03151053770163	TRUE	FALSE	FALSE
NDRG1	-2.19195396781615	-1.55196582792547	-1.52469111632694	TRUE	TRUE	TRUE
TREX1	2.19041992753686	1.19411581242981	1.96281637351283	TRUE	TRUE	TRUE
CD74	2.18945615087899	0.547671729740874	2.62735967980751	TRUE	FALSE	TRUE
GBP3	2.18781690581409	2.1378393481812	1.99656298554599	TRUE	TRUE	TRUE
CFH	2.18711877953055	2.81850358726896	3.7040034651462	TRUE	TRUE	TRUE
GATA3	2.18656517732439	0.866145675444036	0.791568093351432	TRUE	FALSE	FALSE
KLF6	2.18352961594028	1.39230171079095	1.10030159379642	TRUE	TRUE	TRUE
ETS2	2.18161599721198	1.61249713922477	1.38807919795289	TRUE	TRUE	TRUE
DNAH12	2.18001174264315	0.394748889623568	3.49564803304393	TRUE	FALSE	TRUE
AL358075.4	2.17736760589414	2.00564979082876	2.78322835166851	TRUE	TRUE	TRUE
MYCL	2.17578977957089	0.693983501195109	1.47306703126656	TRUE	FALSE	FALSE
RAMP1	-2.17491059327687	-1.23757358765769	-3.39792718599866	TRUE	TRUE	TRUE
MYRFL	2.16576635362179	1.64872683117971	1.67019586796473	TRUE	TRUE	TRUE
ANGPTL4	2.16003240069233	-0.711095726458539	-0.448696540576617	TRUE	FALSE	FALSE
C1QTNF1	2.1593716450495	1.05843504159161	0.41153130267072	TRUE	TRUE	FALSE
CPEB2	2.15673021688883	1.48971054650109	1.16557736828068	TRUE	TRUE	TRUE
KDM6A	2.15241031258106	1.73308621008871	2.65952248423572	TRUE	TRUE	TRUE
AL671277.1	2.149381318481	0.426229672458148	2.21048713459041	TRUE	FALSE	FALSE
HLA-DRA	2.14892728392724	0.307466213297266	2.17633234297755	TRUE	FALSE	TRUE
C1R	2.14770902704764	1.44200953564354	2.72775258916416	TRUE	TRUE	TRUE
AC093726.1	2.14643884183787	2.54421430464767	2.54937592834341	TRUE	TRUE	TRUE
BMP2	2.1441442184573	1.53905633858566	1.50288515202294	TRUE	TRUE	TRUE
RIMBP2	-2.14105065923603	-1.49877514793769	-1.86779411867733	TRUE	FALSE	FALSE
ACE	-2.14105065923603	-0.766248497636211	-1.86589010334774	TRUE	FALSE	FALSE
TEP1	2.13799042882077	0.975713088207525	2.05822814332559	TRUE	FALSE	TRUE
AC005162.3	2.1334393207488	-0.576707402904229	0.265517780895345	TRUE	FALSE	FALSE
TPPP3	-2.13325860857628	-1.97225817419344	-2.2850886967222	TRUE	TRUE	TRUE
CCL28	2.13284063124579	0.601207348916023	0.375287585023848	TRUE	FALSE	FALSE
SAMD13	-2.12434821376148	-0.470672286566677	-1.20212663291467	TRUE	FALSE	FALSE
ODF3B	2.11859700024533	1.76631737013479	2.39273765737916	TRUE	TRUE	TRUE
ZNF503	2.11091098837784	0.905985215062569	1.91278624368813	TRUE	FALSE	TRUE
FAM43A	2.10879244487052	-0.391099508632201	0.199809710938376	TRUE	FALSE	FALSE
PTN	2.09945254708263	1.56960531943827	2.95810993823121	TRUE	FALSE	TRUE
PRLR	2.09374289812706	0.709557380952059	1.6419845298393	TRUE	FALSE	TRUE
ASPHD2	2.08951110021511	1.39220984739	1.64161062102934	TRUE	TRUE	TRUE
MAOA	-2.08933966544465	-0.735801879104265	-1.16308999827451	TRUE	FALSE	FALSE
HBEGF	2.08724499652718	0.40998588331077	0.907392862659651	TRUE	FALSE	FALSE
SLC25A28	2.08612888915376	2.31787418094099	1.91524342825472	TRUE	TRUE	TRUE
RERG	-2.08538190963707	-1.95470079103844	-2.95350714693556	TRUE	TRUE	TRUE
BTN3A1	2.08253731389231	2.42028258473056	2.66877064033688	TRUE	TRUE	TRUE
CLTRN	2.0793172602059	1.12803348150658	1.83593267274146	TRUE	TRUE	TRUE
PDCL3P5	2.07731614371189	0.130241065534758	1.5184009570539	TRUE	FALSE	FALSE
HIST1H2BC	2.07589768155839	-0.38535209873434	0.901136129070353	TRUE	FALSE	FALSE
TDRD7	2.07465737492449	2.71736746390082	2.43036774160856	TRUE	TRUE	TRUE
DUSP8	2.07395116718712	2.15736205257647	2.30055092720455	TRUE	TRUE	TRUE
PSMB8	2.07350265207664	1.75072170454258	2.3803007144358	TRUE	TRUE	TRUE
OLFML2A	-2.07348141851232	-1.25444980778896	-2.94192598840447	TRUE	FALSE	TRUE
MLPH	-2.06530114400743	-1.38871876813612	-2.723740128937	TRUE	TRUE	TRUE
HLA-E	2.06368749075678	1.17585851366	1.8205559431644	TRUE	TRUE	TRUE
NCKAP5	2.06357282612634	1.10656501968947	1.12798210312958	TRUE	FALSE	FALSE
SAA1	2.06315745211846	0.147253424208191	1.32309687148184	TRUE	FALSE	TRUE
DNAH9	2.06130562014759	1.69903936130706	1.85539041602244	TRUE	FALSE	TRUE
PNPT1	2.06038649787771	1.99733944122264	2.00761588611112	TRUE	TRUE	TRUE
NFKB2	2.05917120390027	0.911971846514543	1.76299577935657	TRUE	FALSE	TRUE
ID3	2.05893827994358	2.67914527689428	3.68361730267674	TRUE	TRUE	TRUE
AC124319.5	2.05412984023263	2.89051814524102	2.2578350991061	TRUE	TRUE	TRUE
MUC4	2.04605157296961	0.206138560883806	1.43949724209012	TRUE	FALSE	TRUE
OR4C6	2.04526651270456	1.32228963756815	2.06431382567084	TRUE	TRUE	TRUE
H1F0	2.04431500025671	0.572393378204895	2.91495649100605	TRUE	FALSE	TRUE
Z97832.2	2.04226195278099	0.923259657968754	1.57777188429421	TRUE	FALSE	TRUE
C15orf48	2.03983325425738	0.541797616142386	1.59662579166256	TRUE	FALSE	TRUE
REEP1	-2.0395335353979	-0.358422867881981	-2.69789392127404	TRUE	FALSE	TRUE
PIK3IP1	-2.0368227562766	-1.51449882486389	-2.01216487686687	TRUE	TRUE	TRUE
RELB	2.02583437427821	1.34966078757969	1.65119672926847	TRUE	TRUE	TRUE
PDGFD	-2.0248903436893	-0.887265832055467	-2.15390490381368	TRUE	FALSE	TRUE
MFSD2A	2.02443892240438	0.272289091390582	2.19180344303304	TRUE	FALSE	TRUE
PKDCC	-2.02338345557009	-1.04636975595757	-1.4024418098909	TRUE	FALSE	FALSE
ART3	2.02275500884975	5.60459136820793	7.62976960758018	TRUE	TRUE	TRUE
DUSP10	2.01949856138613	0.85510601218804	1.15513079535524	TRUE	FALSE	TRUE
SOCS2	2.01395101918196	-0.19143903556589	0.0157343221366268	TRUE	FALSE	FALSE
ZNF385C	2.00856023987646	0.641518681510851	2.07715653893005	TRUE	FALSE	TRUE
CTH	2.0046116154294	1.2667487477124	2.02142381269543	TRUE	TRUE	TRUE
FNDC3A	2.00387053941381	0.907396053404715	1.87414321354804	TRUE	FALSE	TRUE
AC245041.1	-2.0008770310616	-0.232449556836127	-2.26912076077846	TRUE	FALSE	TRUE
MIR210HG	-2.00011407827659	-1.39131510707132	-0.592956065107146	TRUE	FALSE	FALSE
CTSS	1.99933186726212	0.92988229424872	2.3142430013661	TRUE	FALSE	TRUE
CYP2J2	1.99735569625853	1.74393689888878	1.91461552309888	TRUE	TRUE	TRUE
ADAMTSL4-AS1	1.99563683510288	1.44771670807651	1.82154567266008	TRUE	FALSE	TRUE
STAT1	1.99383291939592	2.19511521171754	2.42750423723071	TRUE	TRUE	TRUE
BCO1	1.99082988836159	1.41374228103503	2.26651900008094	TRUE	TRUE	TRUE
PRKD2	1.97748739444458	2.20866797256495	2.06534333247514	TRUE	TRUE	TRUE
PELI1	1.97357364911305	1.51525704418928	1.9019509024961	TRUE	TRUE	TRUE
ACVR1C	1.97272194065864	1.12743089710999	2.04657367369439	TRUE	FALSE	TRUE
RHEBL1	1.96992561279053	2.04645612630922	3.09920986642937	TRUE	TRUE	TRUE
UPK1B	-1.96432934722795	0.0417173009621788	-0.88502870387668	TRUE	FALSE	FALSE
ADRB2	1.96334004628765	1.42131473531254	1.30007356098508	TRUE	TRUE	TRUE
PRDM8	1.96240161541657	0.30676794920201	0.964334514640152	TRUE	FALSE	FALSE
RNF19B	1.95770347944436	2.0477483740754	1.53838275121505	TRUE	TRUE	TRUE
RCAN1	1.95742879997075	1.8025620772083	2.31778931223559	TRUE	TRUE	TRUE
APOL2	1.95614409163753	2.15157141111252	1.95457630998761	TRUE	TRUE	TRUE
USP43	1.95585280518354	1.44943327147966	1.75485107860139	TRUE	TRUE	TRUE
HLA-C	1.95405116463477	0.964681350319151	1.9283042126138	TRUE	FALSE	TRUE
KLK7	-1.95268869097979	-1.42339222958604	-2.27234860411731	TRUE	TRUE	TRUE
MOGAT1	-1.95012753568876	-0.659243342540411	-1.0077565880229	TRUE	FALSE	FALSE
OGFR	1.94886531314846	1.98388475136087	1.75670344401905	TRUE	TRUE	TRUE
AC092803.2	1.94816011701738	-0.109037264012365	1.79403775044333	TRUE	FALSE	TRUE
PLXNA2	1.94605515577585	1.5879245742395	1.65423920852205	TRUE	TRUE	TRUE
MIR3142HG	1.94271169455672	0.618481594758518	1.40656172863873	TRUE	FALSE	FALSE
FLRT3	1.94264964718621	1.27749463099989	1.1455242763666	TRUE	TRUE	TRUE
AC103718.1	1.93735486091175	-0.690407604489631	0.799659961534841	TRUE	FALSE	FALSE
CCT6P1	1.9371554486328	0.921397484498227	1.56928875413121	TRUE	FALSE	TRUE
CRYM	-1.93272914027058	-0.628979243434072	-1.27265431545411	TRUE	FALSE	FALSE
HDX	1.93254709472804	2.23208983529639	2.12447320902045	TRUE	TRUE	TRUE
ZNF296	1.93137951324038	0.712926583660355	0.984240346065856	TRUE	FALSE	FALSE
TNFAIP2	1.93098828683455	2.15879195299062	2.12102480183309	TRUE	TRUE	TRUE
HIST3H2A	1.92920873511243	0.196918270216656	2.08065398224381	TRUE	FALSE	TRUE
AC012513.3	-1.92911053664347	-0.930160788584961	-2.48346898255959	TRUE	FALSE	TRUE
TMEM236	1.92440207431927	0.135249810424913	1.14101738245762	TRUE	FALSE	FALSE
TNNC1	-1.92397642293407	-1.46062651819125	-2.48346792254949	TRUE	TRUE	TRUE
PHF11	1.92186872427538	1.95817916805666	1.54850918936199	TRUE	TRUE	TRUE
AVPR1A	1.91844071691542	1.19108966276974	1.71924844920118	TRUE	FALSE	TRUE
SIX1	1.91773842543796	2.11720655476763	2.08189314981871	TRUE	TRUE	TRUE
KRTAP5-AS1	1.91414873307144	1.55106885109236	2.28154342296358	TRUE	TRUE	TRUE
SH3TC1	1.9137839726557	0.799781393431755	1.1708493943795	TRUE	FALSE	TRUE
HIST1H3E	1.90891675674748	1.96118184131425	2.12356582830367	TRUE	TRUE	TRUE
GPC3	-1.90563764408038	-0.21162191968606	-0.799578598735325	TRUE	FALSE	FALSE
ZNF92	1.90399193571098	0.975981087373084	1.99878855010911	TRUE	FALSE	TRUE
VEGFC	1.90395690212292	1.52163618698746	1.58291003152985	TRUE	FALSE	TRUE
CXCL3	1.9013340273636	1.92952909803917	1.221766614173	TRUE	TRUE	TRUE
S100P	1.90093566859316	-1.51299820422977	0.261325537289036	TRUE	TRUE	FALSE
GEM	1.90003401083742	1.00021698922838	1.42952134448292	TRUE	TRUE	TRUE
TRIM38	1.89561123655383	2.68593001373368	2.71554975428013	TRUE	TRUE	TRUE
POU2F2	1.89541488071494	-0.322832309675517	0.458532144204905	TRUE	FALSE	FALSE
ST3GAL2	1.89415678380533	0.293168745825671	1.69995289183109	TRUE	FALSE	TRUE
IGFBP4	1.8909365834138	-0.362231600285763	-0.355272131281023	TRUE	FALSE	FALSE
ITIH2	-1.887345729385	-0.404314100338171	-0.697510191983932	TRUE	FALSE	FALSE
SH3GL2	1.8873346845685	-0.510070312034859	1.10382154386239	TRUE	FALSE	FALSE
MYD88	1.8855916590085	1.94901962040915	1.45360549199126	TRUE	TRUE	TRUE
ZNF433	1.88487814197269	0.646362234680722	1.59773718035951	TRUE	FALSE	TRUE
AC068888.1	-1.8824483993554	-0.197016384985526	-1.48898385350502	TRUE	FALSE	TRUE
VIM-AS1	-1.88223305550573	-0.558489745872751	-2.1136179604114	TRUE	FALSE	TRUE
TRIB2	1.88146263226725	0.557390613020281	0.750898008067987	TRUE	FALSE	FALSE
APOM	1.88091905417201	0.488975127791788	2.33438886602204	TRUE	FALSE	TRUE
CYP27A1	-1.88001557395014	-0.352754131901465	-0.392814091908723	TRUE	FALSE	FALSE
HLA-A	1.87618404822812	0.622588199355549	1.84871845713011	TRUE	FALSE	TRUE
AFAP1	1.87492551336688	0.391119625776956	2.08136582565909	TRUE	FALSE	TRUE
ZC3H12C	1.86968331985179	1.43914722964144	1.52856039199251	TRUE	TRUE	TRUE
VIM	-1.86744411189931	-0.760560134341325	-2.1155225181478	TRUE	FALSE	TRUE
ZNF697	1.86641303298154	0.35335878439859	1.09676872009832	TRUE	FALSE	TRUE
BTN2A2	1.86616233363499	1.39469897705128	2.04585941292751	TRUE	TRUE	TRUE
CD109	-1.86498503391434	-0.62660882093715	-2.9457928150018	TRUE	FALSE	TRUE
STARD5	1.86278773465591	3.25338392774332	3.2665253423046	TRUE	TRUE	TRUE
ICAM1	1.86274097092093	1.85768008723597	1.78689605926623	TRUE	TRUE	TRUE
RAB19	1.86125342973077	1.18627024637526	1.48171564643213	TRUE	FALSE	FALSE
PARP9	1.86093353634935	1.98678314830929	2.42590579959059	TRUE	TRUE	TRUE
PCF11-AS1	1.86033447941606	1.63067181109067	1.73361819238801	TRUE	TRUE	TRUE
AL354740.1	1.85969316395118	-1.15311776063247	0.293099224051221	TRUE	FALSE	FALSE
ADM	1.85834600496548	0.814558166114159	1.16970050968063	TRUE	FALSE	TRUE
AC009093.4	1.85806880981152	-0.026184357009385	2.25408008866264	TRUE	FALSE	TRUE
PIK3R3	1.85721675855609	1.82101096493072	2.38163387379653	TRUE	TRUE	TRUE
HLA-L	1.84898091688426	1.07118870839935	2.07727058579215	TRUE	TRUE	TRUE
ZBTB20	1.84335688538243	1.21770139351359	1.89311656780182	TRUE	TRUE	TRUE
GADD45B	1.8431084771381	0.764138978485286	0.902840937253061	TRUE	FALSE	FALSE
LOXL2	-1.83892824701827	-1.47818209393368	-3.02796105762376	TRUE	TRUE	TRUE
TTLL1	-1.83684179372603	-0.749682991737954	-1.88102138437091	TRUE	FALSE	TRUE
CDC14A	1.82899886904204	1.17445145974733	2.29121795329647	TRUE	TRUE	TRUE
NTRK2	-1.82877404160506	-0.816280562781077	-1.46949329655062	TRUE	FALSE	FALSE
UBD	1.82868055288753	1.5609217890232	2.91821808080493	TRUE	TRUE	TRUE
AC093827.4	1.82792736478697	1.39278029709444	2.57652173205331	TRUE	FALSE	TRUE
POU2F3	1.82610318537308	1.05322208227097	1.91935349300321	TRUE	FALSE	TRUE
INA	1.82610318537308	-0.377177999623137	-0.178546847273053	TRUE	FALSE	FALSE
UBN2	1.82025517233082	0.7453103496413	1.84477393411569	TRUE	FALSE	TRUE
CASC19	1.81779629448155	0.0276042717902368	0.636006383416844	TRUE	FALSE	FALSE
PRKRA-AS1	1.81318482221787	1.71431771768192	1.81321251162122	TRUE	TRUE	TRUE
NFE2L3P1	1.81282099018372	1.3873558963245	1.27712201999952	TRUE	FALSE	FALSE
TRAFD1	1.80884087573101	2.06861300656753	2.12510358431778	TRUE	TRUE	TRUE
LEPR	-1.80629929336155	-0.276498827895268	-1.36395052875939	TRUE	FALSE	TRUE
SLC6A9	1.80505303439335	-0.391661667814924	1.35044335513542	TRUE	FALSE	TRUE
ISPD	-1.80444624211701	-0.359822413890461	-1.45263957532456	TRUE	FALSE	TRUE
SOCS3	1.80163071415147	0.403993612445677	0.187310454495488	TRUE	FALSE	FALSE
AC100810.1	-1.8005822350623	-0.969679118345307	-2.26521483044056	TRUE	FALSE	TRUE
ARID5B	1.80053227724487	1.80913863225372	2.45798366508488	TRUE	TRUE	TRUE
SLC6A20	-1.80032302793212	-1.20160512408341	-2.23893363937006	TRUE	TRUE	TRUE
ARL5B	1.79834497543242	1.52424120202937	1.66537411432127	TRUE	TRUE	TRUE
AC108134.2	1.79617477761347	1.48827551937539	1.99713551072359	TRUE	FALSE	TRUE
PALMD	-1.78833650702168	-0.917671759419534	-1.6500340367853	TRUE	FALSE	TRUE
LTB	1.78798175507662	3.64529868813286	2.59163229801346	TRUE	TRUE	TRUE
